B_COUNTRY_ALPHA,A_YEAR,Weighted_Q28,Strongly_Agree_Percent,Agree_Percent,Disagree_Percent,Strongly_Disagree_Percent
CHL,2018.0,2.515400410677618,13.655030800821352,35.93429158110882,35.62628336755646,14.784394250513344
GBR,2022.0,3.0201740506329116,3.757911392405063,17.958860759493675,50.79113924050633,27.492088607594944
